name,country,age,wealth,source,year
German Larrea Mota Velasco & family,Mexico,58,14.2,mining,2012
Carl Icahn,United States,76,14,leveraged buyouts,2012
Birgit Rausing & family,Sweden,88,14,packaging,2012
Forrest Mars Jr,United States,80,13.8,candy,2012
Jacqueline Mars,United States,72,13.8,candy,2012
John Mars,United States,75,13.8,candy,2012
Joseph Safra,Brazil,73,13.8,banking,2012
Vagit Alekperov,Russia,61,13.5,Lukoil,2012
Mikhail Fridman,Russia,47,13.4,"oil, banking, telecom",2012
Mikhail Prokhorov,Russia,46,13.2,investments,2012
Susanne Klatten,Germany,49,13,"BMW, pharmaceuticals",2012
Francois Pinault & family,France,75,13,retail,2012
Mohammed Al Amoudi,Saudi Arabia,67,12.5,"oil, diversified",2012
Anne Cox Chambers,United States,92,12.5,media,2012
John Paulson,United States,56,12.5,hedge funds,2012
Robert Kuok,Malaysia,88,12.4,diversified,2012
Luis Carlos Sarmiento,Colombia,79,12.4,banking,2012
Viktor Vekselberg,Russia,54,12.4,"oil, metals",2012
Antonio Ermirio de Moraes & family,Brazil,83,12.2,diversified,2012
Roman Abramovich,Russia,45,12.1,"steel, investments",2012
Donald Bren,United States,79,12,real estate,2012
Jorge Paulo Lemann,Brazil,72,12,beer,2012
Ronald Perelman,United States,69,12,leveraged buyouts,2012
Len Blavatnik,United States,54,11.9,diversified,2012
Leonid Mikhelson,Russia,56,11.9,"gas, chemicals",2012
Leonardo Del Vecchio,Italy,76,11.5,eyewear,2012
John Fredriksen,Cyprus,67,11.3,shipping,2012
Aliko Dangote,Nigeria,54,11.2,"sugar, flour, cement",2012
Stefan Quandt,Germany,45,11.2,BMW,2012
Gerald Cavendish Grosvenor & family,United Kingdom,60,11,real estate,2012
Harold Hamm,United States,66,11,oil & gas,2012
Savitri Jindal & family,India,62,10.9,steel,2012
Andrey Melnichenko,Russia,40,10.8,"coal, fertilizers",2012
James Simons,United States,73,10.7,hedge funds,2012
Ernesto Bertarelli & family,Switzerland,46,10.6,"biotech, investments",2012
Jack Taylor & family,United States,89,10.4,Enterprise Rent-A-Car,2012
Abigail Johnson,United States,50,10.3,Fidelity,2012
Robin Li,China,43,10.2,Technology,2012
"Eliodoro, Bernardo & Patricia Matte",Chile,N/A,10.2,paper,2012
Ray Dalio,United States,62,10,hedge funds,2012
George Kaiser,United States,69,10,"oil & gas, banking",2012
Johanna Quandt,Germany,85,10,BMW,2012
Hans Rausing,Sweden,86,10,packaging,2012
Tadashi Yanai & family,Japan,63,10,retail,2012
Serge Dassault & family,France,86,9.9,aviation,2012
Ananda Krishnan,Malaysia,73,9.9,telecoms,2012
Klaus-Michael Kuhne,Germany,74,9.8,shipping,2012
Pallonji Mistry,Ireland,82,9.7,construction,2012
Alejandro Santo Domingo Davila,Colombia,35,9.5,beer,2012
Horst Paulmann & family,Chile,77,9.3,retail,2012
Gennady Timchenko,Russia,59,9.1,oil & gas,2012
Laurene Powell Jobs & family,United States,48,9,"Apple, Disney",2012
David & Simon Reuben,United Kingdom,69,9,"investments, real estate",2012
Dmitry Rybolovlev,Russia,45,9,fertilizer,2012
Harold Simmons,United States,80,9,investments,2012
Oleg Deripaska,Russia,44,8.8,"aluminum, utilities",2012
German Khan,Russia,50,8.5,"oil, banking, telecom",2012
Steve Cohen,United States,56,8.3,hedge funds,2012
Charles Ergen,United States,59,8.3,EchoStar,2012
Lee Kun-Hee,South Korea,70,8.3,Samsung,2012
Rupert Murdoch,United States,81,8.3,News Corp,2012
Petr Kellner,Czech Republic,47,8.2,"banking, insurance",2012
Richard Kinder,United States,67,8.2,pipelines,2012
Iskander Makhmudov,Russia,48,8.2,"mining, metals, machinery",2012
Liang Wengen,China,55,8.1,manufacturing,2012
Sunil Mittal & family,India,54,8.1,telecom,2012
Hansjorg Wyss,Switzerland,77,8.1,medical devices,2012
Kumar Birla,India,44,8,commodities,2012
Henry Sy & family,Philippines,87,8,diversified,2012
Anil Ambani,India,52,7.8,diversified,2012
August von Finck,Germany,82,7.8,investments,2012
Charlene de Carvalho-Heineken,Netherlands,57,7.7,Heineken,2012
Galen Weston & family,Canada,71,7.6,retail,2012
Ralph Lauren,United States,72,7.5,Ralph Lauren,2012
Alain & Gerard Wertheimer,France,N/A,7.5,Chanel,2012
Dilip Shanghvi,India,56,7.4,pharmaceuticals,2012
Ivan Glasenberg,Australia,55,7.3,Commodities,2012
James Goodnight,United States,69,7.3,SAS Institute,2012
Giorgio Armani,Italy,77,7.2,fashion,2012
Hasso Plattner,Germany,68,7.2,SAP,2012
Masayoshi Son,Japan,54,7.2,Softbank,2012
Patrick Soon-Shiong,United States,60,7.2,pharmaceuticals,2012
Leonard Lauder,United States,79,7.1,Estee Lauder,2012
Samuel Newhouse Jr,United States,84,7.1,Conde Nast,2012
Mohamed Bin Issa Al Jaber,Saudi Arabia,53,7,"real estate, hotels",2012
Philip Anschutz,United States,72,7,investments,2012
Andrew Beal,United States,59,7,"banks, real estate",2012
Dhanin Chearavanont & family,Thailand,72,7,Food,2012
Shashi & Ravi Ruia,India,68,7,diversified,2012
Eric Schmidt,United States,56,6.9,Google,2012
Nicky Oppenheimer & family,South Africa,66,6.8,diamonds,2012
Miuccia Prada,Italy,62,6.8,Prada,2012
Mikhail Gutseriev,Russia,54,6.7,"oil, real estate",2012
Alexei Kuzmichev,Russia,49,6.7,"oil, banking, telecom",2012
Pierre Omidyar,United States,44,6.7,Ebay,2012
Curt Engelhorn,Germany,85,6.6,pharmaceuticals,2012
Michael Kadoorie & family,Hong Kong,71,6.6,diversified,2012
Leonid Fedun,Russia,55,6.5,Lukoil,2012
R. Budi Hartono,Indonesia,71,6.5,"Banking, tobacco",2012
Antonia Johnson,Sweden,68,6.5,diversified,2012
Suleiman Kerimov,Russia,46,6.5,investments,2012
Joseph Lau,Hong Kong,60,6.5,real estate,2012
Tsai Wan-tsai & family,Taiwan,82,6.5,finance,2012
Zong Qinghou,China,66,6.5,beverages,2012
Charles Butt & family,United States,74,6.4,supermarkets,2012
Bidzina Ivanishvili,Georgia,56,6.4,investments,2012
Donald Newhouse,United States,82,6.4,Conde Nast,2012
Kushal Pal Singh,India,80,6.4,real estate,2012
Eli Broad,United States,78,6.3,investments,2012
Michael Hartono,Indonesia,72,6.3,"tobacco, banking",2012
Jim Kennedy,United States,64,6.3,media,2012
Blair Parry-Okeden,United States,61,6.3,media,2012
Chung Mong-Koo,South Korea,74,6.2,Hyundai,2012
He Xiangjian,China,69,6.2,appliances,2012
Hiroshi Mikitani,Japan,47,6.2,online retailing,2012
Idan Ofer,Israel,56,6.2,inherited,2012
Tsai Eng-Meng,Taiwan,55,6.2,food,2012
Kjeld Kirk Kristiansen,Denmark,64,6,Lego,2012
Paolo & Gianfelice Mario Rocca,Italy,N/A,6,pipes,2012
Vladimir Yevtushenkov,Russia,63,6,telecom,2012
Sulaiman Al Rajhi & family,Saudi Arabia,92,5.9,banking,2012
Silvio Berlusconi & family,Italy,75,5.9,media,2012
Kunio Busujima & family,Japan,86,5.9,gaming,2012
Beny Steinmetz,Israel,55,5.9,"mining, diamonds, real estate",2012
Andrew Forrest,Australia,50,5.8,Mining,2012
Hui Ka Yan,China,53,5.8,real estate,2012
Edward Johnson III,United States,81,5.8,Fidelity,2012
Liu Yongxing,China,63,5.8,agribusiness,2012
Eyal Ofer,Israel,61,5.8,inherited,2012
Graeme Hart,New Zealand,56,5.7,investments,2012
Lui Che Woo,Hong Kong,82,5.7,gaming,2012
Sergei Popov,Russia,40,5.7,"banking, coal",2012
Marcel Herrmann Telles,Brazil,62,5.7,beer,2012
Wu Yajun & family,China,48,5.7,real estate,2012
Viktor Rashnikov,Russia,63,5.6,steel,2012
David Geffen,United States,69,5.5,"movies, music",2012
Terry Gou,Taiwan,61,5.5,electronics,2012
Dietmar Hopp,Germany,71,5.5,SAP,2012
Stephen Schwarzman,United States,65,5.5,investments,2012
Charoen Sirivadhanabhakdi,Thailand,67,5.5,Drinks,2012
Alexander Abramov,Russia,53,5.4,"steel, mining",2012
Gautam Adani,India,49,5.4,"commodities, infrastructure",2012
Thomas Peterffy,United States,67,5.4,discount brokerage,2012
Ira Rennert,United States,77,5.4,investments,2012
Johann Graf,Austria,65,5.3,gaming machines,2012
Jeffrey Hildebrand,United States,53,5.3,Oil,2012
Dietrich Mateschitz,Austria,67,5.3,Red Bull,2012
Lee Shin Cheng,Malaysia,73,5.2,palm oil,2012
Carlos Alberto Sicupira,Brazil,64,5.2,beer,2012
Reinhold Wurth,Germany,76,5.2,fasteners,2012
Carlos and Alejandro Bulgheroni,Argentina,N/A,5.1,Energy,2012
John Malone,United States,71,5.1,cable television,2012
Ludwig Merckle,Germany,47,5.1,pharmaceuticals,2012
Johann Rupert & family,South Africa,61,5.1,luxury goods,2012
Nassef Sawiris,Egypt,51,5.1,construction,2012
David Tepper,United States,54,5.1,hedge funds,2012
Richard DeVos,United States,86,5,Amway,2012
Ray Lee Hunt,United States,69,5,"oil, real estate",2012
James & Arthur Irving,Canada,N/A,5,Diversified,2012
Karl-Heinz Kipp,Germany,88,5,retail,2012
Richard LeFrak & family,United States,66,5,real estate,2012
Shiv Nadar,India,66,5,information technology,2012
Denis O'Brien,Ireland,53,5,telecom,2012
Teh Hong Piow,Malaysia,82,5,banking,2012
Olav Thon,Norway,88,5,real estate,2012
Dennis Washington,United States,77,5,"construction, mining",2012
Chaleo Yoovidhya,Thailand,80,5,Drinks,2012
Jean-Claude Decaux & family,France,74,4.9,advertising,2012
Sergei Galitsky,Russia,44,4.9,retail,2012
Hank & Doug Meijer,United States,N/A,4.9,supermarkets,2012
Gordon Moore,United States,83,4.9,Intel,2012
Sam Zell,United States,70,4.9,"real estate, private equity",2012
Isak Andic & family,Spain,58,4.8,Mango,2012
Robert Rowling,United States,58,4.8,investments,2012
Micky Arison,United States,62,4.7,Carnival Cruises,2012
Ma Huateng,China,40,4.7,internet,2012
James Packer,Australia,44,4.7,Gaming,2012
Juan Roig,Spain,62,4.7,supermarkets,2012
Dieter Schnabel,Germany,66,4.7,chemicals,2012
Karl Wlaschek,Austria,94,4.7,retail,2012
Yang Huiyan,China,30,4.7,real estate,2012
Charles Cadogan & family,United Kingdom,75,4.6,real estate,2012
Richard Chandler,New Zealand,53,4.6,Investments,2012
Michael Herz,Germany,68,4.5,coffee,2012
Wolfgang Herz,Germany,61,4.5,coffee,2012
Charles Johnson,United States,79,4.5,financial services,2012
Bruce Kovner,United States,67,4.5,hedge funds,2012
John Menard Jr,United States,72,4.5,Retail,2012
Rosalia Mera,Spain,68,4.5,Zara,2012
Xavier Niel,France,44,4.5,"internet, telecom",2012
Dorothea Steinbruch & family,Brazil,N/A,4.5,steel,2012
Peter Woo & family,Hong Kong,66,4.5,real estate,2012
Zhang Jindong,China,48,4.5,retail,2012
Americo Amorim,Portugal,77,4.4,"cork, investments",2012
Filaret Galchev,Russia,48,4.4,construction materials,2012
Rupert Johnson Jr,United States,70,4.4,Franklin Resources,2012
Frank Lowy & family,Australia,81,4.4,Shopping Malls,2012
Sumner Redstone,United States,88,4.4,Viacom,2012
Heinz Hermann Thiele & family,Germany,70,4.4,brakes,2012
Mike Adenuga,Nigeria,58,4.3,"telcom, banking, oil",2012
Pyotr Aven,Russia,57,4.3,"oil, banking, telecom",2012
Paul Desmarais,Canada,85,4.3,finance,2012
Walter Haefner,Switzerland,101,4.3,software,2012
Jim Pattison,Canada,83,4.3,diversified,2012
Yoshikazu Tanaka,Japan,35,4.3,social networking,2012
Leslie Wexner,United States,74,4.3,retail,2012
Richard Branson,United Kingdom,61,4.2,Virgin,2012
Gustavo Cisneros & family,Venezuela,66,4.2,media,2012
James Dyson,United Kingdom,64,4.2,vacuums,2012
Aloysio de Andrade Faria,Brazil,91,4.2,banking,2012
Philip & Cristina Green,United Kingdom,60,4.2,retail,2012
Bruce Halle,United States,81,4.2,Discount Tire,2012
Victor Pinchuk,Ukraine,51,4.2,"steel pipes, diversified",2012
Quek Leng Chan,Malaysia,68,4.2,diversified,2012
Thomas Schmidheiny,Switzerland,66,4.2,cement,2012
Andrei Skoch,Russia,46,4.2,steel,2012
Leonard Stern,United States,73,4.2,real estate,2012
Stef Wertheimer & family,Israel,86,4.2,tools,2012
Daniel Ziff,United States,40,4.2,investments,2012
Dirk Ziff,United States,47,4.2,investments,2012
Robert Ziff,United States,45,4.2,investments,2012
Dannine Avara,United States,48,4.1,pipelines,2012
Heinz-Horst Deichmann,Germany,85,4.1,shoes,2012
Scott Duncan,United States,29,4.1,Pipelines,2012
Milane Frantz,United States,42,4.1,Pipelines,2012
Uday Kotak,India,53,4.1,banking,2012
Randa Williams,United States,50,4.1,Pipelines,2012
Jeronimo Arango & family,Mexico,86,4,retail,2012
Jin Sook & Do Won Chang,United States,57,4,retail,2012
John Paul DeJoria,United States,68,4,"hair products, tequila",2012
David Green,United States,70,4,Hobby Lobby,2012
Erivan Haub & family,Germany,79,4,retail,2012
William Koch,United States,71,4,"oil, investments",2012
Henry Kravis,United States,68,4,leveraged buyouts,2012
Tang Yiu & family,Hong Kong,78,4,retail,2012
Harry Triguboff,Australia,79,4,Real Estate,2012
Wang Jianlin,China,57,4,real estate,2012
Roger Wang,United States,63,4,retail,2012
Cher Wang & Wenchi Chen,Taiwan,54,4,HTC,2012
Shari Arison,Israel,54,3.9,Carnival Cruises,2012
Ann Walton Kroenke,United States,63,3.9,Wal-Mart,2012
Francisco Ivens de Sa Dias Branco,Brazil,77,3.8,food production,2012
William Fung,Hong Kong,64,3.8,sourcing,2012
Micky Jagtiani,India,60,3.8,retail,2012
Joe Lewis,United Kingdom,75,3.8,investments,2012
Arnon Milchan,Israel,67,3.8,New Regency,2012
Wee Cho Yaw & family,Singapore,83,3.8,Banking,2012
Patrizio Bertelli,Italy,66,3.7,Prada luxury goods,2012
Victor Fung & family,United States,66,3.7,sourcing,2012
Barry Lam,Taiwan,62,3.7,computers,2012
Alain Merieux & family,France,74,3.7,pharmaceuticals,2012
Mitchell Rales,United States,55,3.7,manufacturing,2012
John Sall,United States,63,3.7,SAS Institute,2012
Emanuele (Lino) Saputo,Canada,75,3.7,dairy,2012
Bernard (Barry) Sherman,Canada,70,3.7,pharmaceuticals,2012
Robert Bass,United States,64,3.6,"oil, investments",2012
Ana Lucia de Mattos Barretto Villela,Brazil,38,3.6,banking,2012
Abilio dos Santos Diniz,Brazil,75,3.6,retail,2012
Albert Frere,Belgium,86,3.6,investments,2012
Lars Larsen,Denmark,63,3.6,retail,2012
Jay Y. Lee,South Korea,43,3.6,Samsung,2012
Low Tuck Kwong,Indonesia,63,3.6,Coal,2012
Liselott Persson,Sweden,62,3.6,H&M,2012
Trevor Rees-Jones,United States,60,3.6,Oil & Gas,2012
George Roberts,United States,68,3.6,leveraged buyouts,2012
Anil Agarwal,India,58,3.5,"mining, metals",2012
Andrei Guriev,Russia,52,3.5,fertilizers,2012
Pansy Ho,Hong Kong,49,3.5,gaming,2012
Vladimir Kim,Kazakhstan,51,3.5,mining,2012
Kuok Khoon Hong,Singapore,62,3.5,Palm Oil,2012
Patrick McGovern,United States,74,3.5,media,2012
Elizabeth Mohn & family,Germany,71,3.5,media,2012
Akira Mori & family,Japan,75,3.5,real estate,2012
Dustin Moskovitz,United States,27,3.5,Facebook,2012
Henry Ross Perot Sr,United States,81,3.5,"computer services, real estate",2012
Lynn Schusterman,United States,73,3.5,"oil & gas, investments",2012
Charles Schwab,United States,74,3.5,discount brokerage,2012
Malvinder & Shivinder Singh,India,39,3.5,healthcare,2012
Takemitsu Takizaki,Japan,66,3.5,sensors,2012
Lucio Tan & family,Philippines,77,3.5,diversified,2012
Zhang Shiping & family,China,65,3.5,metals,2012
Vasily Anisimov,Russia,60,3.4,"metals, real estate",2012
Pierre Bellon & family,France,82,3.4,food services,2012
Leon Black,United States,60,3.4,private equity,2012
Gayle Cook,United States,78,3.4,medical devices,2012
Alfredo Egydio Arruda Villela Filho,Brazil,42,3.4,banking,2012
Paul Tudor Jones II,United States,57,3.4,hedge funds,2012
Ronald Lauder,United States,68,3.4,Estee Lauder,2012
Nancy Walton Laurie,United States,60,3.4,Wal-Mart,2012
Liu Yonghao & family,China,60,3.4,agribusiness,2012
Lorenzo Mendoza & family,Venezuela,46,3.4,beverages,2012
Bruno Schroder & family,United Kingdom,79,3.4,banking,2012
John A. Sobrato & family,United States,72,3.4,real estate,2012
Chee Chen Tung & family,Hong Kong,70,3.4,shipping,2012
Steven Udvar-Hazy,United States,66,3.4,aircraft leasing,2012
Syed Mokhtar AlBukhary,Malaysia,60,3.3,diversified,2012
Otto Beisheim,Germany,88,3.3,retail,2012
Pauline MacMillan Keinath,United States,78,3.3,Cargill Inc.,2012
Kirk Kerkorian,United States,94,3.3,"casinos, investments",2012
Kim Jung-Ju & family,South Korea,44,3.3,online gaming,2012
Ted Lerner,United States,86,3.3,real estate,2012
Donna MacMillan,United States,79,3.3,Cargill Inc.,2012
Whitney MacMillan,United States,83,3.3,Cargill Inc.,2012
Gwendolyn Sontheim Meyer,United States,50,3.3,Cargill Inc.,2012
Qiu Guanghe & family,China,60,3.3,retail,2012
Steven Rales,United States,60,3.3,manufacturing,2012
Andreas Strungmann,Germany,62,3.3,pharmaceuticals,2012
Thomas Strungmann,Germany,62,3.3,pharmaceuticals,2012
Zhou Chengjian,China,46,3.3,retail,2012
David & Frederick Barclay,United Kingdom,78,3.2,"media, retail",2012
Ron Burkle,United States,59,3.2,"supermarkets, investments",2012
Thomas Frist Jr & family,United States,73,3.2,health care,2012
John Gandel,Australia,77,3.2,Shopping Malls,2012
Heidi Horten,Austria,71,3.2,retail,2012
Barbara Piasecka Johnson,United States,75,3.2,Johnson & Johnson,2012
Stanley Kroenke,United States,64,3.2,"sports, real estate",2012
George Lucas,United States,67,3.2,Star Wars,2012
Wang Yung-tsai,Taiwan,91,3.2,plastics,2012
Han Chang-Woo & family,Japan,81,3.1,gaming,2012
Edward Lampert,United States,49,3.1,investments,2012
Alexander Nesis,Russia,49,3.1,"metals, banking, fertilizers",2012
Terrence Pegula,United States,61,3.1,natural gas,2012
Karen Pritzker,United States,54,3.1,"hotels, investments",2012
Stephen Ross,United States,71,3.1,real estate,2012
Naguib Sawiris,Egypt,57,3.1,telecom,2012
Keiichiro Takahara,Japan,81,3.1,personal care products,2012
Christoffel Wiese,South Africa,70,3.1,retailing,2012
Igor Zyuzin,Russia,51,3.1,steel,2012
John Arnold,United States,38,3,hedge funds,2012
Martin & Olivier Bouygues,France,N/A,3,"construction, media",2012
Andre Esteves,Brazil,43,3,banking,2012
Ken Griffin,United States,43,3,hedge funds,2012
Bertil Hult,Sweden,71,3,Education,2012
James Jannard,United States,62,3,sunglasses,2012
Ingvar Kamprad & family,Sweden,85,3,Ikea,2012
Ihor Kolomoyskyy,Ukraine,49,3,"banking, investments",2012
Lin Yu-lin,Taiwan,76,3,real estate,2012
Ian & Richard Livingstone,United Kingdom,N/A,3,real estate,2012
Lu Zhiqiang,China,59,3,diversified,2012
Luo Jye & family,Taiwan,86,3,tires,2012
Najib Mikati,Lebanon,56,3,telecom,2012
Taha Mikati,Lebanon,67,3,telecom,2012
David Nahmad & family,Monaco,64,3,art,2012
Husnu Ozyegin,Turkey,67,3,"finance, diversified",2012
Clayton Riddell,Canada,74,3,oil & gas,2012
Melker Schorling,Sweden,64,3,investments,2012
David Shaw,United States,60,3,hedge funds,2012
Martua Sitorus,Indonesia,52,3,Palm Oil,2012
Steven Spielberg,United States,65,3,movies,2012
Friede Springer,Germany,69,3,publishing,2012
Nikolai Tsvetkov,Russia,51,3,banking,2012
Eddie & Sol Zakay,United Kingdom,61,3,real estate,2012
Abdul Aziz Al Ghurair & family,United Arab Emirates,57,2.9,banking,2012
David Azrieli & family,Canada,89,2.9,shopping malls,2012
Vladimir Bogdanov,Russia,60,2.9,oil,2012
Miloud Chaabi,Morocco,83,2.9,Real estate,2012
Otto Happel,Germany,64,2.9,engineering,2012
Eitaro Itoyama,Japan,69,2.9,golf courses,2012
Mehmet Emin Karamehmet,Turkey,67,2.9,"telecom, diversified",2012
Eric Lefkofsky,United States,42,2.9,Groupon,2012
Brijmohan Lall Munjal,India,88,2.9,motorcycles,2012
Cyrus Poonawalla,India,70,2.9,biotech,2012
Haim Saban,United States,67,2.9,television,2012
Onsi Sawiris,Egypt,82,2.9,"construction, telecom",2012
Antonio Luiz Seabra,Brazil,69,2.9,cosmetics,2012
Jeffrey Skoll,United States,47,2.9,Ebay,2012
Donald Trump,United States,65,2.9,"television, real estate",2012
Klaus Tschira,Germany,71,2.9,SAP,2012
Chip Wilson,Canada,55,2.9,Lululemon,2012
Riley Bechtel,United States,60,2.8,"engineering, construction",2012
Stephen Bechtel Jr,United States,86,2.8,"engineering, construction",2012
Henadiy Boholyubov,Ukraine,50,2.8,"banking, investments",2012
Patokh Chodiev,Belgium,59,2.8,"mining, metals",2012
Chung Eui-Sun,South Korea,41,2.8,Hyundai,2012
William Conway Jr,United States,62,2.8,leveraged buyouts,2012
Daniel D'Aniello,United States,65,2.8,leveraged buyouts,2012
William Ding,China,40,2.8,internet,2012
Gustaf Douglas,Sweden,74,2.8,security,2012
Bernard Ecclestone & family,United Kingdom,81,2.8,Formula One,2012
Frits Goldschmeding,Netherlands,78,2.8,temp agency,2012
Diane Hendricks,United States,65,2.8,roofing,2012
Alijan Ibragimov,Kazakhstan,58,2.8,"mining, metals",2012
Martha Ingram & family,United States,76,2.8,"book distribution, transportation",2012
Rodney Lewis,United States,58,2.8,natural gas,2012
Lin Rong San,Taiwan,72,2.8,real estate,2012
Alexander Machkevich,Israel,58,2.8,"mining, metals",2012
Daniel Mate,Spain,48,2.8,Glencore International,2012
Aristotelis Mistakidis,Greece,50,2.8,Glencore International,2012
David Rubenstein,United States,62,2.8,leveraged buyouts,2012
David Sun,United States,60,2.8,information technology,2012
Sukanto Tanoto,Indonesia,62,2.8,Diversified,2012
John Tu,United States,71,2.8,information technology,2012
Murat Ulker,Turkey,52,2.8,food manufacturing,2012
Chen Fashu,China,51,2.7,diversified,2012
Malcolm Glazer & family,United States,83,2.7,"sports teams, real estate",2012
Tamara Gustavson,United States,50,2.7,self storage,2012
Stein Erik Hagen & family,Norway,55,2.7,retail,2012
Timothy Headington,United States,61,2.7,"oil & gas, investments",2012
Hui Wing Mau,Hong Kong,61,2.7,real estate,2012
Jan Kulczyk,Poland,62,2.7,"telecom, oil, beer",2012
James Leprino,United States,74,2.7,cheese,2012
Fredrik Lundberg,Sweden,60,2.7,"real estate, investments",2012
Jack Ma,China,47,2.7,internet,2012
Fernando Roberto Moreira Salles,Brazil,65,2.7,banking,2012
Joao Moreira Salles,Brazil,50,2.7,banking,2012
Pedro Moreira Salles,Brazil,52,2.7,banking,2012
Walther Moreira Salles,Brazil,55,2.7,banking,2012
Patrice Motsepe,South Africa,50,2.7,mining,2012
David Murdock,United States,88,2.7,"Dole, real estate",2012
Rubens Ometto Silveira Mello,Brazil,62,2.7,"sugar, ethanol",2012
Stephan Schmidheiny,Switzerland,64,2.7,investments,2012
Warren Stephens,United States,55,2.7,investment banking,2012
Sun Guangxin,China,49,2.7,diversified,2012
Oprah Winfrey,United States,58,2.7,Television,2012
Zhang Xin & family,China,46,2.7,real estate,2012
Semahat Sevim Arsel,Turkey,83,2.6,Diversified,2012
John Caudwell,United Kingdom,59,2.6,mobile phones,2012
Chen Din Hwa,Hong Kong,89,2.6,real estate,2012
Charles Dolan & family,United States,85,2.6,cable television,2012
Ray Dolby,United States,79,2.6,Dolby Laboratories,2012
Archie Aldis Emmerson,United States,82,2.6,"timberland, lumber mills",2012
Guenther Fielmann,Germany,72,2.6,optometry,2012
Laurence Graff,United Kingdom,73,2.6,diamond jewelry,2012
Robert Holding,United States,85,2.6,"oil, resorts",2012
Huang Rulun,China,60,2.6,real estate,2012
Manuel Jove,Spain,70,2.6,real estate,2012
Guy Laliberte,Canada,52,2.6,Cirque du Soleil,2012
Spiro Latsis & family,Greece,65,2.6,"banking, shipping",2012
Friedhelm Loh,Germany,65,2.6,manufacturing,2012
Lu Guanqiu,China,67,2.6,diversified,2012
Kalanithi Maran,India,46,2.6,media,2012
Masahiro Miki,Japan,56,2.6,retail,2012
Daniel Och,United States,51,2.6,hedge funds,2012
Igor Olenicoff,United States,69,2.6,real estate,2012
Stefano Pessina,Italy,70,2.6,pharmaceuticals,2012
Anthony Pritzker,United States,51,2.6,"hotels, investments",2012
Jay Robert (J.B.) Pritzker,United States,47,2.6,"hotels, investments",2012
Ferit Faik Sahenk,Turkey,48,2.6,"banking, media",2012
Peter Sondakh,Indonesia,60,2.6,Investments,2012
Joan Tisch,United States,86,2.6,diversified,2012
Yeoh Tiong Lay & family,Malaysia,82,2.6,diversified,2012
Zhang Zhirong,Hong Kong,43,2.6,Shipbuilding,2012
Michael Ashley,United Kingdom,52,2.5,sports retailing,2012
Peter Buck,United States,81,2.5,Subway Restaurants,2012
Chung Mong-Joon,South Korea,60,2.5,heavy industry,2012
Fred DeLuca,United States,64,2.5,Subway Restaurants,2012
Stanley Druckenmiller,United States,58,2.5,hedge funds,2012
