name,country,age,wealth,source,year
Phil Knight,United States,76,18.4,Nike,2014
Michael Otto & family,Germany,70,18.4,"retail, real estate",2014
Masayoshi Son,Japan,56,18.4,"internet, telecom",2014
Tadashi Yanai & family,Japan,65,17.9,retail,2014
Gina Rinehart,Australia,60,17.7,mining,2014
Mikhail Fridman,Russia,49,17.6,"oil, banking, telecom",2014
Michael Dell,United States,49,17.5,Dell,2014
Susanne Klatten,Germany,51,17.4,"BMW, pharmaceuticals",2014
Abigail Johnson,United States,52,17.3,money management,2014
Viktor Vekselberg,Russia,56,17.2,"metals, energy",2014
Lakshmi Mittal,India,63,16.7,steel,2014
Vladimir Lisin,Russia,57,16.6,"steel, transport",2014
Cheng Yu-tung,Hong Kong,88,16.2,diversified,2014
Joseph Safra,Brazil,75,16,banking,2014
Paul Allen,United States,61,15.9,"Microsoft, investments",2014
Leonid Mikhelson,Russia,58,15.6,"gas, chemicals",2014
Anne Cox Chambers,United States,94,15.5,media,2014
Iris Fontbona & family,Chile,71,15.5,mining,2014
Francois Pinault & family,France,77,15.5,retail,2014
Mohammed Al Amoudi,Saudi Arabia,67,15.3,"oil, diversified",2014
Azim Premji,India,68,15.3,software,2014
Gennady Timchenko,Russia,61,15.3,oil & gas,2014
Wang Jianlin,China,59,15.1,real estate,2014
Charles Ergen,United States,61,15,Dish Network,2014
Stefan Quandt,Germany,47,14.9,BMW,2014
German Larrea Mota Velasco & family,Mexico,60,14.7,mining,2014
Harold Hamm,United States,68,14.6,oil & gas,2014
Donald Bren,United States,81,14.4,real estate,2014
Ray Dalio,United States,64,14.4,hedge funds,2014
Georg Schaeffler,Germany,49,14.3,ball bearings,2014
Luis Carlos Sarmiento,Colombia,81,14.2,banking,2014
Serge Dassault & family,France,88,14,aviation,2014
Ronald Perelman,United States,71,14,leveraged buyouts,2014
Laurene Powell Jobs & family,United States,50,14,"Apple, Disney",2014
Vagit Alekperov,Russia,63,13.6,Lukoil,2014
John Fredriksen,Cyprus,69,13.6,shipping,2014
Rupert Murdoch & family,United States,82,13.5,media,2014
John Paulson,United States,58,13.5,hedge funds,2014
Ma Huateng,China,42,13.4,internet media,2014
Gerald Cavendish Grosvenor & family,United Kingdom,62,13,real estate,2014
Pallonji Mistry,Ireland,84,12.8,construction,2014
Johanna Quandt,Germany,87,12.8,BMW,2014
Dilip Shanghvi,India,58,12.8,pharmaceuticals,2014
Jack Taylor & family,United States,91,12.8,Enterprise Rent-A-Car,2014
Thomas & Raymond Kwok & family,Hong Kong,n/a,12.6,real estate,2014
Vladimir Potanin,Russia,53,12.6,metals,2014
Rinat Akhmetov,Ukraine,47,12.5,"steel, coal",2014
James Simons,United States,75,12.5,hedge funds,2014
Alberto Bailleres Gonzalez & family,Mexico,82,12.4,mining,2014
Robin Li,China,45,12.1,internet search,2014
Ernesto Bertarelli & family,Switzerland,48,12,"biotech, investments",2014
Hans Rausing,Sweden,87,12,packaging,2014
Zong Qinghou,China,68,11.6,beverages,2014
Robert Kuok,Malaysia,90,11.5,diversified,2014
David & Simon Reuben,United Kingdom,71,11.5,"investments, real estate",2014
Dhanin Chearavanont & family,Thailand,74,11.4,food,2014
Andrey Melnichenko,Russia,41,11.4,"coal, fertilizers",2014
Henry Sy & family,Philippines,89,11.4,diversified,2014
German Khan,Russia,52,11.3,"oil, banking, telecom",2014
Ananda Krishnan,Malaysia,75,11.3,telecom,2014
Lee Kun-Hee,South Korea,72,11.1,Samsung,2014
Shiv Nadar,India,68,11.1,information technology,2014
Miuccia Prada,Italy,64,11.1,Prada,2014
Alejandro Santo Domingo Davila & family,Colombia,37,11.1,beer,2014
Steve Cohen,United States,58,11,hedge funds,2014
Petr Kellner,Czech Republic,49,11,"banking, insurance",2014
Robert & Philip Ng,Singapore,n/a,11,real estate,2014
Andrew Beal,United States,61,10.9,"banks, real estate",2014
Mikhail Prokhorov,Russia,48,10.9,investments,2014
Alexey Mordashov,Russia,48,10.5,"steel, investments",2014
Hansjoerg Wyss,Switzerland,79,10.5,medical devices,2014
Philip Anschutz,United States,74,10.4,investments,2014
Charlene de Carvalho-Heineken,Netherlands,59,10.4,Heineken,2014
Klaus-Michael Kuehne,Germany,76,10.4,shipping,2014
Stefano Pessina,Italy,72,10.4,drugstores,2014
Sergei Galitsky,Russia,46,10.3,retail,2014
Li Hejun,China,46,10.3,renewable energy,2014
Kjeld Kirk Kristiansen,Denmark,66,10.2,Lego,2014
Marcel Herrmann Telles,Brazil,64,10.2,beer,2014
Charles Butt & family,United States,76,10.1,supermarkets,2014
Hinduja Brothers,United Kingdom,n/a,10,diversified,2014
George Kaiser,United States,71,10,"oil & gas, banking",2014
Jack Ma,China,49,10,e-commerce,2014
Carrie Perrodo & family,France,63,10,Inherited,2014
Stephen Schwarzman,United States,67,10,private equity,2014
Patrick Soon-Shiong,United States,62,10,pharmaceuticals,2014
David Tepper,United States,56,10,hedge funds,2014
Giorgio Armani,Italy,79,9.9,fashion,2014
Richard Kinder,United States,69,9.5,pipelines,2014
Tsai Eng-Meng,Taiwan,57,9.5,"food, beverages",2014
"Edward Johnson, III.",United States,83,9.3,money management,2014
Hiroshi Mikitani,Japan,49,9.3,online retailing,2014
"Samuel Newhouse, Jr.",United States,86,9.3,media,2014
Eric Schmidt,United States,58,9.3,Google,2014
Dietrich Mateschitz,Austria,69,9.2,Red Bull,2014
Roman Abramovich,Russia,47,9.1,"steel, investments",2014
Joao Roberto Marinho,Brazil,60,9.1,media,2014
Jose Roberto Marinho,Brazil,58,9.1,media,2014
Roberto Irineu Marinho,Brazil,66,9.1,media,2014
Silvio Berlusconi & family,Italy,77,9,media,2014
Charoen Sirivadhanabhakdi,Thailand,69,9,beverages,2014
Alain Wertheimer,France,65,9,Chanel,2014
Gerard Wertheimer,France,63,9,Chanel,2014
Vladimir Yevtushenkov,Russia,65,9,telecom,2014
Carlos Alberto Sicupira,Brazil,66,8.9,beer,2014
Alexei Kuzmichev,Russia,51,8.8,"oil, banking, telecom",2014
Elaine Marshall & family,United States,71,8.8,diversified,2014
Thomas Peterffy,United States,69,8.8,discount brokerage,2014
Hasso Plattner,Germany,70,8.8,software,2014
Dmitry Rybolovlev,Russia,47,8.8,fertilizer,2014
Ludwig Merckle,Germany,49,8.6,pharmaceuticals,2014
Antonia Johnson,Sweden,70,8.5,diversified,2014
Michael Kadoorie & family,Hong Kong,72,8.5,diversified,2014
Hank & Doug Meijer,United States,n/a,8.5,supermarkets,2014
Donald Newhouse,United States,84,8.5,media,2014
Galen Weston & family,Canada,73,8.5,retail,2014
Joseph Lau,Hong Kong,62,8.4,real estate,2014
Elon Musk,United States,42,8.4,Tesla Motors,2014
Ricardo Salinas Pliego & family,Mexico,58,8.3,"retail, media",2014
August von Finck,Germany,83,8.3,investments,2014
Xavier Niel,France,46,8.2,"internet, telecom",2014
Pierre Omidyar,United States,46,8.2,Ebay,2014
Andrei Skoch,Russia,48,8.2,steel,2014
Margarita Louis-Dreyfus,Switzerland,50,8.1,commodities,2014
Pierre Castel & family,France,87,8,wine,2014
Emmanuel Besnier,France,43,7.9,cheese,2014
Jean-Claude Decaux & family,France,76,7.7,advertising,2014
David Duffield,United States,73,7.7,business software,2014
Jim Kennedy,United States,66,7.7,media,2014
Blair Parry-Okeden,United States,63,7.7,media,2014
Reinhold Wuerth,Germany,78,7.7,fasteners,2014
R. Budi Hartono,Indonesia,73,7.6,"banking, tobacco",2014
Johann Rupert & family,South Africa,63,7.6,luxury goods,2014
Jacques Servier,France,92,7.6,pharmaceuticals,2014
Tsai Wan-Tsai & family,Taiwan,84,7.6,finance,2014
James Goodnight,United States,71,7.5,software,2014
Charles Johnson,United States,81,7.5,money management,2014
Leonard Lauder,United States,80,7.5,Estee Lauder,2014
John Malone,United States,72,7.5,cable television,2014
"John Menard, Jr.",United States,74,7.5,retail,2014
Klaus Tschira,Germany,73,7.5,software,2014
Vincent Bollore,France,61,7.4,investments,2014
Michael Hartono,Indonesia,74,7.3,"tobacco, banking",2014
Jim Pattison,Canada,85,7.3,diversified,2014
Johann Graf,Austria,67,7.2,gambling,2014
Augusto & Giorgio Perfetti,Italy,n/a,7.2,candy,2014
Heinz Hermann Thiele & family,Germany,72,7.2,brakes,2014
Peter Woo & family,Hong Kong,68,7.2,real estate,2014
He Xiangjian,China,71,7.1,appliances,2014
Kumar Birla,India,46,7,commodities,2014
Graeme Hart,New Zealand,58,7,investments,2014
Dietmar Hopp,Germany,73,7,software,2014
Ralph Lauren,United States,74,7,Ralph Lauren,2014
Eyal Ofer,Israel,63,7,"real estate, shipping",2014
Eli Broad,United States,80,6.9,investments,2014
Charles Cadogan & family,United Kingdom,76,6.9,real estate,2014
Richard DeVos,United States,88,6.9,Amway,2014
Suleiman Kerimov,Russia,47,6.9,investments,2014
Wei Jianjun & family,China,50,6.9,automobiles,2014
Yang Huiyan,China,32,6.9,real estate,2014
Chung Mong-Koo,South Korea,75,6.8,Hyundai,2014
Jan Koum,United States,38,6.8,WhatsApp,2014
Dustin Moskovitz,United States,29,6.8,Facebook,2014
Nicky Oppenheimer & family,South Africa,68,6.7,diamonds,2014
Nassef Sawiris,Egypt,53,6.7,construction,2014
Takemitsu Takizaki,Japan,68,6.6,sensors,2014
Micky Arison,United States,64,6.5,Carnival Cruises,2014
Oleg Deripaska,Russia,46,6.5,"aluminum, utilities",2014
Leonid Fedun,Russia,57,6.5,Lukoil,2014
James Packer,Australia,46,6.5,casinos,2014
Eva Gonda de Rivera & family,Mexico,n/a,6.4,beverages,2014
Pansy Ho,Hong Kong,51,6.4,casinos,2014
Quek Leng Chan,Malaysia,70,6.4,"banking, real estate",2014
Gianluigi & Rafaela Aponte,Switzerland,73,6.3,shipping,2014
Dannine Avara,United States,50,6.3,pipelines,2014
Patrick Drahi,France,50,6.3,Telecom,2014
Scott Duncan,United States,31,6.3,pipelines,2014
Milane Frantz,United States,44,6.3,pipelines,2014
Ivan Glasenberg,Australia,57,6.3,mining,2014
"Herbert Kohler, Jr. & family",United States,75,6.3,plumbing fixtures,2014
Paolo & Gianfelice Mario Rocca,Italy,n/a,6.3,pipe manufacturing,2014
Randa Williams,United States,52,6.3,pipelines,2014
S. Truett Cathy,United States,92,6.2,Chick-fil-A,2014
"Rupert Johnson, Jr.",United States,72,6.2,money management,2014
Sumner Redstone,United States,90,6.2,Media,2014
Pyotr Aven,Russia,58,6.1,"oil, banking, telecom",2014
"Thomas Frist, Jr. & family",United States,75,6.1,health care,2014
David Geffen,United States,71,6.1,"movies, music",2014
Richard LeFrak & family,United States,68,6.1,real estate,2014
Iskander Makhmudov,Russia,50,6.1,"mining, metals, machinery",2014
Sandra Ortega Mera & family,Spain,45,6.1,Zara,2014
Lucio Tan & family,Philippines,79,6.1,diversified,2014
Patrizio Bertelli,Italy,68,6,luxury goods,2014
Chan Laiwa & family,China,73,6,real estate,2014
Filaret Galchev,Russia,50,6,construction materials,2014
James Irving,Canada,85,6,diversified,2014
Denis O'Brien,Ireland,55,6,telecom,2014
Ira Rennert,United States,79,6,investments,2014
Leon Black,United States,62,5.8,private equity,2014
Gayle Cook,United States,80,5.8,medical devices,2014
Charles Schwab,United States,76,5.8,discount brokerage,2014
Dennis Washington,United States,79,5.8,"construction, mining",2014
Isak Andic & family,Spain,60,5.7,clothing retail,2014
Jin Sook & Do Won Chang,United States,59,5.7,fashion retail,2014
Hui Ka Yan,China,55,5.7,real estate,2014
Hui Wing Mau,Hong Kong,63,5.7,real estate,2014
Patrick McGovern,United States,76,5.7,media,2014
Sunil Mittal & family,India,56,5.7,telecom,2014
Idan Ofer,Israel,58,5.7,"drilling, shipping",2014
Jorn Rausing,Sweden,54,5.7,inherited,2014
Leslie Wexner,United States,76,5.7,retail,2014
Ray Lee Hunt,United States,71,5.6,"oil, real estate",2014
Stanley Kroenke,United States,66,5.6,"sports, real estate",2014
Teh Hong Piow,Malaysia,83,5.6,banking,2014
Michael Ashley,United Kingdom,49,5.5,sports retailing,2014
Carlos and Alejandro Bulgheroni,Argentina,n/a,5.5,oil and gas,2014
Jeffery Hildebrand,United States,54,5.5,oil,2014
Arthur Irving,Canada,84,5.5,oil,2014
Liu Yongxing,China,65,5.5,agribusiness,2014
Thomas Schmidheiny,Switzerland,68,5.5,cement,2014
Bruno Schroder & family,United Kingdom,81,5.5,banking,2014
Terry Gou,Taiwan,63,5.4,electronics,2014
Sergei Popov,Russia,42,5.4,banking,2014
Stephen Ross,United States,73,5.4,real estate,2014
Melker Schorling,Sweden,66,5.4,investments,2014
Americo Amorim,Portugal,79,5.3,"energy, investments",2014
Anders Holch Povlsen,Denmark,41,5.3,retail,2014
Stef Wertheimer & family,Israel,87,5.3,tools,2014
Maria Asuncion Aramburuzabala & family,Mexico,50,5.2,beer,2014
Andrew Forrest,Australia,52,5.2,mining,2014
Philip & Cristina Green,United Kingdom,61,5.2,retail,2014
Ken Griffin,United States,45,5.2,hedge funds,2014
Bidzina Ivanishvili,Georgia,58,5.2,investments,2014
Karl-Heinz Kipp,Germany,90,5.2,retail,2014
Kwee brothers,Singapore,69,5.2,real estate,2014
Wee Cho Yaw,Singapore,85,5.2,banking,2014
Jacqueline Desmarais & family,Canada,85,5.1,financial services,2014
Finn Rausing,Sweden,59,5.1,inherited,2014
Kirsten Rausing,Sweden,61,5.1,packaging,2014
Anil Ambani,India,54,5,diversified,2014
Richard Branson,United Kingdom,63,5,Virgin,2014
Antonio Del Valle Ruiz & family,Mexico,75,5,chemicals,2014
David Green,United States,72,5,retail,2014
Stein Erik Hagen & family,Norway,57,5,retail,2014
Bruce Halle,United States,83,5,tires,2014
Micky Jagtiani,India,62,5,retail,2014
Henry Kravis,United States,70,5,private equity,2014
Walter Kwok,Hong Kong,63,5,real estate,2014
Joe Lewis,United Kingdom,77,5,investments,2014
Gordon Moore,United States,85,5,Intel,2014
Frederik Paulsen,Sweden,63,5,health care,2014
George Roberts,United States,70,5,private equity,2014
Harry Triguboff,Australia,81,5,property,2014
Kunio Busujima & family,Japan,88,4.9,gaming,2014
Heinz-Horst Deichmann & family,Germany,87,4.9,shoes,2014
Albert Frere,Belgium,88,4.9,investments,2014
Frits Goldschmeding,Netherlands,80,4.9,temp agency,2014
Erivan Haub & family,Germany,81,4.9,retail,2014
Savitri Jindal & family,India,63,4.9,steel,2014
George Lucas,United States,69,4.9,Star Wars,2014
Cyrus Poonawalla,India,72,4.9,vaccines,2014
Robert Rowling,United States,60,4.9,investments,2014
Shashi & Ravi Ruia,India,n/a,4.9,diversified,2014
Abdulla bin Ahmad Al Ghurair & family,United Arab Emirates,n/a,4.8,diversified,2014
Laurence Graff & family,United Kingdom,75,4.8,diamond jewelry,2014
Pauline MacMillan Keinath,United States,80,4.8,Cargill Inc.,2014
Bruce Kovner,United States,69,4.8,hedge funds,2014
Ann Walton Kroenke,United States,65,4.8,Wal-Mart,2014
Whitney MacMillan,United States,85,4.8,Cargill Inc.,2014
Gwendolyn Sontheim Meyer,United States,52,4.8,Cargill Inc.,2014
Liselott Persson,Sweden,64,4.8,H&M,2014
Juan Roig,Spain,64,4.8,supermarkets,2014
Karl Wlaschek,Austria,96,4.8,retail,2014
Zhang Zhidong,China,42,4.8,internet media,2014
Daniel Ziff,United States,42,4.8,investments,2014
Dirk Ziff,United States,49,4.8,investments,2014
Robert Ziff,United States,47,4.8,investments,2014
Shari Arison,Israel,56,4.7,Carnival Cruises,2014
Frank Lowy,Australia,83,4.7,shopping malls,2014
Sergio Mantegazza,Switzerland,86,4.7,travel,2014
Arnon Milchan,Israel,69,4.7,movie making,2014
Horst Paulmann & family,Chile,79,4.7,retail,2014
Andrew Tan,Philippines,61,4.7,diversified,2014
Mike Adenuga,Nigeria,60,4.6,"telcom, oil",2014
Pierre Bellon & family,France,84,4.6,food services,2014
Diane Hendricks,United States,67,4.6,roofing,2014
Majid Al Futtaim,United Arab Emirates,n/a,4.5,"real estate, retail",2014
James Dyson,United Kingdom,66,4.5,vacuums,2014
Michael Herz,Germany,70,4.5,coffee,2014
Wolfgang Herz,Germany,63,4.5,coffee,2014
Kirk Kerkorian,United States,96,4.5,"casinos, investments",2014
Jay Y. Lee,South Korea,45,4.5,Samsung,2014
Trevor Rees-Jones,United States,62,4.5,oil & gas,2014
Dieter Schnabel,Germany,68,4.5,chemicals,2014
Lynn Schusterman,United States,75,4.5,"oil & gas, investments",2014
John A. Sobrato & family,United States,74,4.5,real estate,2014
David Sun,United States,62,4.5,computer hardware,2014
John Tu,United States,73,4.5,computer hardware,2014
Barbara Carlson Gage,United States,71,4.4,"hotels, restaurants",2014
Guenter Herz & Family,Germany,73,4.4,coffee,2014
Luo Jye & family,Taiwan,88,4.4,tires,2014
Marilyn Carlson Nelson,United States,74,4.4,"hotels, restaurants",2014
Kelcy Warren,United States,58,4.4,pipelines,2014
Guo Guangchang,China,47,4.3,diversified,2014
"Paul Tudor Jones, II.",United States,59,4.3,hedge funds,2014
Samvel Karapetyan,Russia,48,4.3,development,2014
Lee Shin Cheng,Malaysia,74,4.3,"palm oil, real estate",2014
Liang Wengen,China,57,4.3,manufacturing,2014
Dan Olsson,Sweden,67,4.3,diversified,2014
Emanuele (Lino) Saputo,Canada,77,4.3,cheese,2014
Wang Chuanfu,China,48,4.3,"batteries, autos",2014
Sam Zell,United States,72,4.3,"real estate, private equity",2014
Jeronimo Arango & family,Mexico,88,4.2,retail,2014
William Ding,China,42,4.2,online games,2014
Ralph Dommermuth,Germany,50,4.2,internet service provider,2014
Bernard Ecclestone & family,United Kingdom,83,4.2,Formula One,2014
Malcolm Glazer & family,United States,85,4.2,"sports teams, real estate",2014
Ted Lerner,United States,88,4.2,real estate,2014
Lin Rong San,Taiwan,74,4.2,real estate,2014
Elizabeth Mohn & family,Germany,73,4.2,media,2014
Akira Mori & family,Japan,77,4.2,real estate,2014
"Enrique Razon, Jr.",Philippines,54,4.2,ports,2014
Friede Springer,Germany,71,4.2,publishing,2014
Leonard Stern,United States,75,4.2,real estate,2014
Wang Wenyin,China,46,4.2,metals,2014
Anthony Bamford & family,United Kingdom,68,4.1,construction equipment,2014
Francisco Ivens de Sa Dias Branco,Brazil,77,4.1,food production,2014
Ingvar Kamprad & family,Sweden,87,4.1,Ikea,2014
Shahid Khan,United States,63,4.1,auto parts,2014
Barry Lam,Taiwan,64,4.1,computers,2014
Nancy Walton Laurie,United States,62,4.1,Wal-Mart,2014
Eduardo Saverin,Brazil,31,4.1,Facebook,2014
Beny Steinmetz,Israel,57,4.1,"mining, diamonds, real estate",2014
David & Frederick Barclay,United Kingdom,80,4,"media, retail",2014
Gustavo Cisneros & family,Venezuela,68,4,media,2014
Gustaf Douglas,Sweden,76,4,security,2014
Curt Engelhorn,Germany,87,4,pharmaceuticals,2014
Bertil Hult,Sweden,73,4,education,2014
Erich Kellerhals,Germany,75,4,electronics retailer,2014
Randal Kirk,United States,60,4,pharmaceuticals,2014
Lars Larsen,Denmark,65,4,retail,2014
Lei Jun,China,44,4,smartphones,2014
John Morris,United States,65,4,Retail,2014
Arkady Rotenberg,Russia,62,4,"construction, pipes, banking",2014
Chairul Tanjung,Indonesia,51,4,diversified,2014
Wang Wei,China,n/a,4,delivery service,2014
Heinz-Georg Baus,Germany,80,3.9,home improvement stores,2014
Riley Bechtel,United States,61,3.9,"engineering, construction",2014
"Stephen Bechtel, Jr.",United States,88,3.9,"engineering, construction",2014
"John Gokongwei, Jr.",Philippines,86,3.9,diversified,2014
Martha Ingram & family,United States,78,3.9,"book distribution, transportation",2014
Daniel Och,United States,53,3.9,hedge funds,2014
Bernard (Barry) Sherman,Canada,72,3.9,pharmaceuticals,2014
Donald Trump,United States,67,3.9,"Television, Real Estate",2014
Alexander Abramov,Russia,55,3.8,"steel, mining",2014
Walter Faria,Brazil,58,3.8,beer,2014
Peter Hargreaves,United Kingdom,67,3.8,financial services,2014
William Koch,United States,73,3.8,"oil, investments",2014
Uday Kotak,India,54,3.8,banking,2014
Alain Merieux & family,France,76,3.8,pharmaceuticals,2014
Mitchell Rales,United States,57,3.8,manufacturing,2014
Odd Reitan,Norway,62,3.8,Reitan Group,2014
Mark Shoen,United States,62,3.8,U-Haul,2014
Jeffrey Skoll,United States,49,3.8,Ebay,2014
Andreas von Bechtolsheim,Germany,58,3.8,Google,2014
Steve Wynn,United States,72,3.8,"casinos, hotels",2014
Martin & Olivier Bouygues,France,n/a,3.7,"construction, media",2014
Charles Dolan & family,United States,87,3.7,cable television,2014
Isabel dos Santos,Angola,40,3.7,investments,2014
Guenther Fielmann & family,Germany,74,3.7,optometry,2014
Daniel Gilbert,United States,52,3.7,Quicken Loans,2014
Gong Hongjia & family,Hong Kong,49,3.7,investments,2014
Jiang Bin,China,47,3.7,electronics,2014
Igor Kesaev,Russia,47,3.7,"tobacco distribution, retail",2014
Nathan Kirsh,Swaziland,82,3.7,"retail, real estate",2014
Ronald Lauder,United States,70,3.7,Estee Lauder,2014
Niels Peter Louis-Hansen,Denmark,66,3.7,medical devices,2014
Axel Oberwelland,Germany,47,3.7,candy,2014
Karen Pritzker,United States,56,3.7,"hotels, investments",2014
John Sall,United States,65,3.7,software,2014
Michael Stoschek & family,Germany,66,3.7,autoparts,2014
Joseph Tsai,Canada,50,3.7,e-commerce,2014
Murat Ulker,Turkey,54,3.7,food manufacturing,2014
Aloys Wobben,Germany,62,3.7,wind turbines,2014
Wu Yajun & family,China,50,3.7,real estate,2014
Zhang Jindong,China,50,3.7,retail,2014
Zhang Xin & family,China,48,3.7,real estate,2014
Vanich Chaiyawan,Thailand,n/a,3.65,"insurance, beverages",2014
Reid Hoffman,United States,46,3.6,LinkedIn,2014
Zarakh Iliev,Russia,47,3.6,real estate,2014
Jan Kulczyk,Poland,64,3.6,"telecom, oil, beer",2014
Ian & Richard Livingstone,United Kingdom,n/a,3.6,real estate,2014
Tom & Judy Love,United States,76,3.6,retail & gas stations,2014
God Nisanov,Russia,41,3.6,real estate,2014
Michael Platt,United Kingdom,45,3.6,hedge Fund,2014
Steven Rales,United States,62,3.6,manufacturing,2014
J. Christopher Reyes,United States,60,3.6,food distribution,2014
Jude Reyes,United States,58,3.6,food distribution,2014
Maria-Elisabeth Schaeffler,Germany,72,3.6,ball bearings,2014
David Shaw,United States,62,3.6,hedge funds,2014
Sheldon Solow,United States,85,3.6,real estate,2014
Jerry Speyer,United States,73,3.6,real estate,2014
Steven Udvar-Hazy,United States,68,3.6,aircraft leasing,2014
Zhang Shiping & family,China,67,3.6,metals,2014
Prince Sultan bin Mohammed bin Saud Al Kabeer,Saudi Arabia,60,3.5,dairy farms,2014
Yvonne Bauer & family,Germany,36,3.5,media,2014
George Bishop,United States,77,3.5,oil & gas,2014
Leon G. Cooperman,United States,70,3.5,hedge funds,2014
Rosa Anna Magno Garavoglia & family,Italy,n/a,3.5,spirits,2014
Adi Godrej & family,India,71,3.5,consumer goods,2014
Jamshyd Godrej & family,India,65,3.5,consumer goods,2014
Michael & Marian Ilitch & family,United States,84,3.5,pizza,2014
Masatoshi Ito,Japan,89,3.5,retail,2014
Sri Prakash Lohia,Indonesia,61,3.5,polyester,2014
Lu Guanqiu,China,69,3.5,diversified,2014
Bernard Marcus,United States,84,3.5,Home Depot,2014
Lorenzo Mendoza & family,Venezuela,48,3.5,beverages,2014
"H. Ross Perot, Sr.",United States,83,3.5,"computer services, real estate",2014
Stewart and Lynda Resnick,United States,n/a,3.5,"agriculture, water",2014
Zygmunt Solorz-Zak,Poland,57,3.5,TV broadcasting,2014
Andreas Struengmann,Germany,64,3.5,pharmaceuticals,2014
Thomas Struengmann,Germany,64,3.5,pharmaceuticals,2014
Keiichiro Takahara,Japan,82,3.5,diapers,2014
Evan Williams,United States,41,3.5,Twitter,2014
Chung Eui-Sun,South Korea,43,3.4,Hyundai,2014
Jim Davis & family,United States,70,3.4,New Balance,2014
Rafael Del Pino y Calvo-Sotelo,Spain,55,3.4,construction,2014
John Doerr,United States,62,3.4,venture capital,2014
John Gandel,Australia,79,3.4,shopping malls,2014
Andrei Guriev,Russia,53,3.4,fertilizers,2014
Tamara Gustavson & family,United States,52,3.4,self storage,2014
Han Chang-Woo & family,Japan,83,3.4,gaming,2014
Daniela Herz,Germany,60,3.4,coffee,2014
Lin Yu-lin,Taiwan,78,3.4,real estate,2014
Fredrik Lundberg,Sweden,62,3.4,"real estate, investments",2014
Wolfgang Marguerre,Germany,73,3.4,pharmaceuticals,2014
"Edward Roski, Jr.",United States,75,3.4,real estate,2014
Haim Saban,United States,69,3.4,television,2014
Steven Spielberg,United States,67,3.4,movies,2014
Ronda Stryker,United States,59,3.4,medical equipment,2014
Sun Guangxin,China,51,3.4,diversified,2014
Marc Benioff,United States,49,3.3,business software,2014
Jean Pierre Cayard,France,71,3.3,Spirits,2014
Francis Choi,Hong Kong,66,3.3,real estate,2014
David Consunji,Philippines,92,3.3,construction,2014
Israel Englander,United States,65,3.3,hedge funds,2014
Aloysio de Andrade Faria,Brazil,93,3.3,banking,2014
Doris Fisher,United States,82,3.3,Gap,2014
Phillip Frost,United States,77,3.3,pharmaceuticals,2014
Fu Liquan & family,China,46,3.3,electronics,2014
Mikhail Gutseriev,Russia,55,3.3,"oil, real estate",2014
Otto Happel,Germany,66,3.3,engineering,2014
Antti Herlin,Finland,57,3.3,"elevators, escalators",2014
Daryl Katz,Canada,52,3.3,pharmacies,2014
Terrence Pegula,United States,63,3.3,natural gas,2014
Wolfgang Reimann,Germany,61,3.3,consumer goods,2014
Matthias Reimann-Andersen,Germany,48,3.3,consumer goods,2014
