name,country,age,wealth,source,year
Ronald Perelman,United States,72,14.5,Leveraged Buyouts,2015
Cheng Yu-tung,Hong Kong,89,14.4,Diversified,2015
Alisher Usmanov,Russia,61,14.4,"Steel & Mining, Telecom, Investments",2015
Henry Sy,Philippines,90,14.2,Diversified,2015
Viktor Vekselberg,Russia,57,14.2,"Metals, Energy",2015
Masayoshi Son,Japan,57,14.1,"Internet, Telecom",2015
James Simons,United States,76,14,Hedge Funds,2015
German Larrea Mota Velasco,Mexico,61,13.9,Mining,2015
Rupert Murdoch,United States,83,13.9,Media,2015
Johanna Quandt,Germany,88,13.9,Bmw,2015
David & Simon Reuben,United Kingdom,72,13.7,"Investments, Real Estate",2015
Dhanin Chearavanont,Thailand,75,13.6,Food,2015
Iris Fontbona,Chile,72,13.5,Mining,2015
Lui Che Woo,Hong Kong,85,13.5,Casinos,2015
Lakshmi Mittal,India,64,13.5,Steel,2015
Abigail Johnson,United States,53,13.4,Money Management,2015
Luis Carlos Sarmiento,Colombia,82,13.4,Banking,2015
Lei Jun,China,45,13.2,Smartphones,2015
Charoen Sirivadhanabhakdi,Thailand,70,13.2,Beverages,2015
Alexey Mordashov,Russia,49,13,"Steel, Investments",2015
Marcel Herrmann Telles,Brazil,65,13,Beer,2015
Gerald Cavendish Grosvenor,United Kingdom,63,12.6,Real Estate,2015
Hans Rausing,Sweden,88,12.5,Packaging,2015
Jack Taylor,United States,92,12.5,Enterprise Rent-A-Car,2015
Charles Butt,United States,77,12.3,Supermarkets,2015
Gina Rinehart,Australia,61,12.3,Mining,2015
Vagit Alekperov,Russia,64,12.2,Lukoil,2015
Harold Hamm,United States,69,12.2,Oil & Gas,2015
Patrick Soon-Shiong,United States,63,12.2,Pharmaceuticals,2015
Stefano Pessina,Italy,73,12.1,Drugstores,2015
Richard Kinder,United States,70,12,Pipelines,2015
Elon Musk,United States,43,12,Tesla Motors,2015
Stephen Schwarzman,United States,68,12,Investments,2015
Klaus-Michael Kuehne,Germany,77,11.9,Shipping,2015
Philip Anschutz,United States,75,11.8,Investments,2015
Andrew Beal,United States,62,11.7,"Banks, Real Estate",2015
Leonid Mikhelson,Russia,59,11.7,"Gas, Chemicals",2015
Charlene de Carvalho-Heineken,Netherlands,60,11.6,Heineken,2015
Vladimir Lisin,Russia,58,11.6,"Steel, Transport",2015
Steve Cohen,United States,59,11.4,Hedge Funds,2015
Robert Kuok,Malaysia,91,11.3,Diversified,2015
Lee Kun-Hee,South Korea,73,11.3,Electronics/Insurance,2015
Carlos Alberto Sicupira,Brazil,67,11.3,Beer,2015
John Paulson,United States,59,11.2,Hedge Funds,2015
Joseph Lau,Hong Kong,63,10.9,Real Estate,2015
Thomas Peterffy,United States,70,10.9,Discount Brokerage,2015
Mohammed Al Amoudi,Saudi Arabia,68,10.8,"Oil, Diversified",2015
Dietrich Mateschitz,Austria,70,10.8,Red Bull,2015
Hank & Doug Meijer,United States,n/a,10.7,Supermarkets,2015
Gennady Timchenko,Russia,62,10.7,Oil & Gas,2015
John Fredriksen,Cyprus,70,10.5,Shipping,2015
Alberto Bailleres Gonzalez,Mexico,83,10.4,Mining,2015
Massimiliana Landini Aleotti,Italy,72,10.4,Pharmaceuticals,2015
David Tepper,United States,57,10.4,Hedge Funds,2015
Zong Qinghou,China,69,10.3,Beverages,2015
Pierre Castel,France,88,9.9,Wine,2015
He Xiangjian,China,72,9.9,Home Appliances,2015
Mikhail Prokhorov,Russia,49,9.9,Investments,2015
Wang Wenyin,China,47,9.9,"Mining, Copper Products",2015
Ananda Krishnan,Malaysia,76,9.7,Telecom,2015
Kjeld Kirk Kristiansen,Denmark,67,9.7,Lego,2015
Robert & Philip Ng,Singapore,n/a,9.6,Real Estate,2015
Galen Weston,Canada,74,9.6,Retail,2015
German Khan,Russia,53,9.5,"Banking, Telecom, Retail",2015
Alain Wertheimer,France,66,9.5,Chanel,2015
Gerard Wertheimer,France,64,9.5,Chanel,2015
Xavier Niel,France,47,9.3,"Internet, Telecom",2015
Roman Abramovich,Russia,48,9.1,"Steel, Investments",2015
Leonard Lauder,United States,81,9.1,Estee Lauder,2015
Andrey Melnichenko,Russia,42,9.1,"Coal, Fertilizers",2015
Hasso Plattner,Germany,71,9.1,Software,2015
Eric Schmidt,United States,59,9.1,Google,2015
Kumar Birla,India,47,9,Commodities,2015
R. Budi Hartono,Indonesia,74,9,"Banking, Tobacco",2015
George Kaiser,United States,72,9,"Oil & Gas, Banking",2015
"John Menard, Jr.",United States,75,9,Retail,2015
"Samuel Newhouse, Jr.",United States,87,9,Media,2015
Tsai Eng-Meng,Taiwan,58,8.9,"Food, Beverages",2015
Wei Jianjun,China,51,8.9,Automobiles,2015
Ernesto Bertarelli,Switzerland,49,8.8,"Biotech, Investments",2015
Carrie Perrodo,France,64,8.8,Inherited,2015
Michael Hartono,Indonesia,75,8.7,"Tobacco, Banking",2015
Hiroshi Mikitani,Japan,50,8.7,Online Retailing,2015
Pan Sutong,Hong Kong,52,8.6,Real Estate,2015
Klaus Tschira,Germany,74,8.6,Software,2015
Peter Woo,Hong Kong,69,8.6,Real Estate,2015
Jim Kennedy,United States,67,8.5,Media,2015
Eyal Ofer,Israel,64,8.5,"Real Estate, Shipping",2015
Blair Parry-Okeden,United States,64,8.5,Media,2015
Dmitry Rybolovlev,Russia,48,8.5,Fertilizer,2015
Petr Kellner,Czech Republic,50,8.4,"Banking, Insurance",2015
Margarita Louis-Dreyfus,Switzerland,51,8.4,Commodities,2015
Sergei Galitsky,Russia,47,8.3,Retail,2015
John Malone,United States,73,8.3,Cable Television,2015
Donald Newhouse,United States,85,8.3,Media,2015
Joao Roberto Marinho,Brazil,61,8.2,Media,2015
Jose Roberto Marinho,Brazil,59,8.2,Media,2015
Roberto Irineu Marinho,Brazil,67,8.2,Media,2015
Pierre Omidyar,United States,47,8,Ebay,2015
Ricardo Salinas Pliego,Mexico,59,8,"Retail, Media",2015
Gianluigi & Rafaela Aponte,Switzerland,n/a,7.9,Shipping,2015
Dustin Moskovitz,United States,30,7.9,Facebook,2015
August von Finck,Germany,84,7.7,Investments,2015
Leslie Wexner,United States,77,7.7,Retail,2015
Giorgio Armani,Italy,80,7.6,Fashion,2015
"Thomas Frist, Jr.",United States,76,7.6,Health Care,2015
Takemitsu Takizaki,Japan,69,7.6,Sensors,2015
James Goodnight,United States,72,7.5,Software,2015
Jim Pattison,Canada,86,7.5,Diversified,2015
Silvio Berlusconi,Italy,78,7.4,Media,2015
David Duffield,United States,74,7.4,Business Software,2015
"Edward Johnson, III.",United States,84,7.4,Money Management,2015
Liu Qiangdong,China,40,7.4,E-Commerce,2015
Johann Rupert,South Africa,64,7.4,Luxury Goods,2015
Alexei Kuzmichev,Russia,52,7.3,"Banking, Telecom, Retail",2015
Eli Broad,United States,81,7.2,Investments,2015
Charles Cadogan,United Kingdom,77,7.2,Real Estate,2015
Dietmar Hopp,Germany,74,7.2,Software,2015
Uday Kotak,India,55,7.2,Banking,2015
Jay Y. Lee,South Korea,46,7.2,Electronics/Tourism,2015
Suh Kyung-Bae,South Korea,52,7.2,Cosmetics,2015
Micky Arison,United States,65,7.1,Carnival Cruises,2015
Emmanuel Besnier,France,44,7.1,Cheese,2015
Walter Kwok,Hong Kong,64,7,Real Estate,2015
Ralph Lauren,United States,75,7,Ralph Lauren,2015
David Geffen,United States,72,6.9,Entertainment,2015
Graeme Hart,New Zealand,59,6.9,Investments,2015
Gordon Moore,United States,86,6.9,Intel,2015
Wang Jing,China,42,6.9,Telecom Services,2015
Goh Cheng Liang,Singapore,n/a,6.8,Paints,2015
Denis O'Brien,Ireland,56,6.8,Telecom,2015
Rinat Akhmetov,Ukraine,48,6.7,"Steel, Coal",2015
Vincent Bollore,France,62,6.7,Investments,2015
Jean-Claude Decaux,France,77,6.7,Advertising,2015
Eva Gonda de Rivera,Mexico,n/a,6.7,Beverages,2015
Nicky Oppenheimer,South Africa,69,6.7,Diamonds,2015
Maria-Elisabeth Schaeffler,Germany,73,6.7,Ball Bearings,2015
Reinhold Wuerth,Germany,79,6.7,Fasteners,2015
Gautam Adani,India,52,6.6,"Commodities, Infrastructure",2015
William Ding,China,43,6.6,Online Games,2015
Johann Graf,Austria,68,6.6,Gambling,2015
Charles Johnson,United States,82,6.6,Money Management,2015
Jan Koum,United States,39,6.6,Whatsapp,2015
Liu Yongxing,China,66,6.6,Agribusiness,2015
Sunil Mittal,India,57,6.6,Telecom,2015
Cyrus Poonawalla,India,73,6.6,Vaccines,2015
Carl Cook,United States,52,6.5,Medical Devices,2015
Ken Griffin,United States,46,6.5,Hedge Funds,2015
James Irving,Canada,86,6.5,Diversified,2015
Stephen Ross,United States,74,6.5,Real Estate,2015
Abdulla bin Ahmad Al Ghurair,United Arab Emirates,n/a,6.4,Diversified,2015
Richard LeFrak,United States,69,6.4,Real Estate,2015
Melker Schorling,Sweden,67,6.4,Investments,2015
Charles Schwab,United States,77,6.4,Discount Brokerage,2015
Heinz Hermann Thiele,Germany,73,6.4,Brakes,2015
Stanley Kroenke,United States,67,6.3,"Sports, Real Estate",2015
Sandra Ortega Mera,Spain,46,6.3,Zara,2015
Sumner Redstone,United States,91,6.3,Media,2015
Nassef Sawiris,Egypt,54,6.3,Construction,2015
Christoffel Wiese,South Africa,73,6.3,Retailing,2015
Majid Al Futtaim,United Arab Emirates,n/a,6.2,"Real Estate, Retail",2015
Dannine Avara,United States,51,6.2,Pipelines,2015
Oleg Deripaska,Russia,47,6.2,"Aluminum, Utilities",2015
Scott Duncan,United States,32,6.2,Pipelines,2015
Curt Engelhorn,Germany,88,6.2,Pharmaceuticals,2015
Milane Frantz,United States,45,6.2,Pipelines,2015
Hui Ka Yan,China,56,6.2,Real Estate,2015
"Rupert Johnson, Jr.",United States,73,6.2,Money Management,2015
Michael Kadoorie,Hong Kong,73,6.2,Diversified,2015
Kelcy Warren,United States,59,6.2,Pipelines,2015
Chan Laiwa,China,74,6.1,Real Estate,2015
Terry Gou,Taiwan,64,6.1,Electronics,2015
Willi & Isolde Liebherr,Switzerland,n/a,6.1,Construction,2015
Ira Rennert,United States,80,6.1,Investments,2015
Randa Williams,United States,53,6.1,Pipelines,2015
Hansjoerg Wyss,Switzerland,80,6.1,Medical Devices,2015
David Green,United States,73,6,Retail,2015
Augusto & Giorgio Perfetti,Italy,n/a,6,Candy,2015
Jin Sook & Do Won Chang,United States,60,5.9,Fashion Retail,2015
Bruce Halle,United States,84,5.9,Tires,2015
Lu Zhiqiang,China,62,5.9,Diversified,2015
Bruno Schroder,United Kingdom,82,5.9,Banking,2015
Joseph Tsai,Canada,51,5.9,E-Commerce,2015
Dennis Washington,United States,80,5.9,"Construction, Mining",2015
"John Gokongwei, Jr.",Philippines,87,5.8,Diversified,2015
Desh Bandhu Gupta,India,77,5.8,Pharmaceuticals,2015
Pauline MacMillan Keinath,United States,81,5.8,Cargill,2015
Loretta Robinson,Canada,75,5.8,Cable Tv,2015
Zhang Zhidong,China,43,5.8,Internet Media,2015
Chung Mong-Koo,South Korea,76,5.7,Motor Vehicles,2015
Richard DeVos,United States,89,5.7,Amway,2015
Guo Guangchang,China,48,5.7,Diversified,2015
Lin Yu-lin,Taiwan,79,5.7,Real Estate,2015
Andrei Skoch,Russia,49,5.7,Steel,2015
Juan-Miguel Villar Mir,Spain,83,5.7,Construction,2015
Maria Asuncion Aramburuzabala,Mexico,51,5.6,"Beer, Investments",2015
Ray Lee Hunt,United States,72,5.6,"Oil, Real Estate",2015
Ann Walton Kroenke,United States,66,5.6,Wal-Mart,2015
Quek Leng Chan,Malaysia,73,5.6,"Banking, Real Estate",2015
Keiichiro Takahara,Japan,83,5.6,Diapers,2015
Stef Wertheimer,Israel,88,5.6,Tools,2015
Arthur Irving,Canada,85,5.5,Oil,2015
"Herbert Kohler, Jr.",United States,76,5.5,Plumbing Fixtures,2015
Anders Holch Povlsen,Denmark,42,5.5,Retail,2015
Jorn Rausing,Sweden,55,5.5,Inherited,2015
Thomas Schmidheiny,Switzerland,69,5.5,Cement,2015
Cho Yaw Wee,Singapore,86,5.5,Banking,2015
Hui Wing Mau,Hong Kong,64,5.4,Real Estate,2015
Joe Lewis,United Kingdom,78,5.4,Investments,2015
Juan Roig,Spain,65,5.4,Supermarkets,2015
Robert Rowling,United States,61,5.4,Investments,2015
Teh Hong Piow,Malaysia,84,5.4,Banking,2015
Harry Triguboff,Australia,82,5.4,Property,2015
Leon Black,United States,63,5.3,Private Equity,2015
Carlos and Alejandro Bulgheroni,Argentina,n/a,5.3,Oil And Gas,2015
Garrett Camp,Canada,36,5.3,Car Service,2015
Leonid Fedun,Russia,58,5.3,Lukoil,2015
Savitri Jindal,India,64,5.3,Steel,2015
Antonia Johnson,Sweden,71,5.3,Diversified,2015
Travis Kalanick,United States,38,5.3,Car Service,2015
Leonard Stern,United States,76,5.3,Real Estate,2015
David & Frederick Barclay,United Kingdom,81,5.2,"Media, Retail",2015
Vivien Chen,Hong Kong,56,5.2,Real Estate,2015
Bidzina Ivanishvili,Georgia,59,5.2,Investments,2015
Micky Jagtiani,India,63,5.2,Retail,2015
Henry Kravis,United States,71,5.2,Private Equity,2015
James Packer,Australia,47,5.2,Casinos,2015
"Enrique Razon, Jr.",Philippines,55,5.2,Ports,2015
Odd Reitan,Norway,63,5.2,"Retail, Real Estate",2015
George Roberts,United States,71,5.2,Private Equity,2015
Paolo & Gianfelice Mario Rocca,Italy,n/a,5.2,Pipe Manufacturing,2015
Pyotr Aven,Russia,59,5.1,"Banking, Telecom",2015
Ivan Glasenberg,Switzerland,58,5.1,Mining,2015
Philip & Cristina Green,United Kingdom,62,5.1,Retail,2015
Lu Guanqiu,China,70,5.1,Diversified,2015
Arnon Milchan,Israel,70,5.1,Movie Making,2015
Dan Olsson,Sweden,68,5.1,Diversified,2015
Finn Rausing,Sweden,60,5.1,Inherited,2015
Kirsten Rausing,Sweden,62,5.1,Packaging,2015
Laurence Graff,United Kingdom,76,5,Diamond Jewelry,2015
Pansy Ho,Hong Kong,52,5,Casinos,2015
Bertil Hult,Sweden,74,5,Education,2015
Karl-Heinz Kipp,Germany,91,5,Retail,2015
Bruce Kovner,United States,70,5,Hedge Funds,2015
George Lucas,United States,70,5,Star Wars,2015
David Sun,United States,63,5,Computer Hardware,2015
John Tu,United States,74,5,Computer Hardware,2015
Yang Huiyan,China,33,5,Real Estate,2015
Michael Ashley,United Kingdom,50,4.9,Sports Retailing,2015
James Dyson,United Kingdom,67,4.9,Vacuums,2015
Albert Frere,Belgium,89,4.9,Investments,2015
Jeffery Hildebrand,United States,56,4.9,Oil,2015
Kwee brothers,Singapore,70,4.9,Real Estate,2015
Liang Wengen,China,58,4.9,Construction Equipment,2015
Frank Lowy,Australia,84,4.9,Shopping Malls,2015
Frederik Paulsen,Sweden,64,4.9,Health Care,2015
Sam Zell,United States,73,4.9,"Real Estate, Private Equity",2015
Daniel Ziff,United States,43,4.9,Investments,2015
Dirk Ziff,United States,50,4.9,Investments,2015
Robert Ziff,United States,48,4.9,Investments,2015
Isak Andic,Spain,61,4.8,Clothing Retail,2015
Richard Branson,United Kingdom,64,4.8,Virgin,2015
Adi Godrej,India,72,4.8,Consumer Goods,2015
Jamshyd Godrej,India,66,4.8,Consumer Goods,2015
Michael & Marian Ilitch,United States,85,4.8,Pizza,2015
Ted Lerner,United States,89,4.8,Real Estate,2015
Idan Ofer,Israel,59,4.8,"Drilling, Shipping",2015
Emanuele (Lino) Saputo,Canada,78,4.8,Cheese,2015
Eduardo Saverin,Brazil,32,4.8,Facebook,2015
Andrew Tan,Philippines,62,4.8,Diversified,2015
Zhou Jianping,China,54,4.8,Apparel,2015
Phillip Frost,United States,78,4.7,Pharmaceuticals,2015
Daniel Gilbert,United States,53,4.7,Quicken Loans,2015
Gong Hongjia,Hong Kong,50,4.7,Investments,2015
Stein Erik Hagen,Norway,58,4.7,Retail,2015
Reid Hoffman,United States,47,4.7,Linkedin,2015
Nancy Walton Laurie,United States,63,4.7,Wal-Mart,2015
Liu Yonghao,China,63,4.7,Agribusiness,2015
Sri Prakash Lohia,Indonesia,62,4.7,Polyester,2015
Whitney MacMillan,United States,86,4.7,Cargill,2015
John A. Sobrato,United States,75,4.7,Real Estate,2015
Tong Jinquan,China,60,4.7,Real Estate,2015
Dona Bertarelli,Switzerland,47,4.6,Biotech,2015
Heinrich Deichmann,Germany,52,4.6,Footwear,2015
"Paul Tudor Jones, II.",United States,60,4.6,Hedge Funds,2015
Randal Kirk,United States,61,4.6,Pharmaceuticals,2015
Lee Shin Cheng,Malaysia,76,4.6,"Palm Oil, Real Estate",2015
Ludwig Merckle,Germany,50,4.6,Pharmaceuticals,2015
Sergei Popov,Russia,43,4.6,Banking,2015
Mark Shoen,United States,63,4.6,U-Haul,2015
Alexander Abramov,Russia,56,4.5,"Steel, Mining",2015
Pierre Bellon,France,85,4.5,Food Services,2015
Kunio Busujima,Japan,89,4.5,Gaming,2015
Michael Herz,Germany,71,4.5,Coffee,2015
Wolfgang Herz,Germany,64,4.5,Coffee,2015
Elizabeth Holmes,United States,31,4.5,Blood Testing,2015
Shahid Khan,United States,64,4.5,Auto Parts,2015
Richard Li,Hong Kong,48,4.5,Telecoms,2015
Shashi & Ravi Ruia,India,n/a,4.5,Diversified,2015
Americo Amorim,Portugal,80,4.4,"Energy, Investments",2015
Shari Arison,Israel,57,4.4,Carnival Cruises,2015
Abilio dos Santos Diniz,Brazil,78,4.4,Retail,2015
Guenther Fielmann,Germany,75,4.4,Optometry,2015
Filaret Galchev,Russia,51,4.4,Construction Materials,2015
Ian & Richard Livingstone,United Kingdom,n/a,4.4,Real Estate,2015
Horst Paulmann,Chile,80,4.4,Retail,2015
Alejandro Santo Domingo,United States,38,4.4,Beer,2015
Andres Santo Domingo,United States,36,4.4,Beer,2015
Lucio Tan,Philippines,80,4.4,Diversified,2015
George Ty,Philippines,82,4.4,Banking,2015
Murat Ulker,Turkey,55,4.4,Food Manufacturing,2015
Jeronimo Arango,Mexico,89,4.3,Retail,2015
Anthony Bamford,United Kingdom,69,4.3,Construction Equipment,2015
Charles Dolan,United States,88,4.3,Cable Television,2015
Tamara Gustavson,United States,53,4.3,Self Storage,2015
Zarakh Iliev,Russia,48,4.3,Real Estate,2015
Robert Kraft,United States,73,4.3,New England Patriots,2015
Luo Jye,Taiwan,89,4.3,Tires,2015
God Nisanov,Russia,42,4.3,Real Estate,2015
Karen Pritzker,United States,57,4.3,"Hotels, Investments",2015
Trevor Rees-Jones,United States,63,4.3,Oil & Gas,2015
Chairul Tanjung,Indonesia,52,4.3,Diversified,2015
Lottie Tham,Sweden,65,4.3,H&M,2015
Mike Adenuga,Nigeria,61,4.2,"Telcom, Oil",2015
Subhash Chandra,India,64,4.2,Media,2015
Gustaf Douglas,Sweden,77,4.2,Security,2015
Han Chang-Woo,Japan,84,4.2,Pachinko Parlors,2015
Jerry Jones,United States,72,4.2,Dallas Cowboys,2015
Kirk Kerkorian,United States,97,4.2,"Casinos, Investments",2015
Lin Rong San,Taiwan,75,4.2,Real Estate,2015
Stewart and Lynda Resnick,United States,n/a,4.2,"Agriculture, Water",2015
Wang Wei,China,44,4.2,Package Delivery Service,2015
Karl Wlaschek,Austria,97,4.2,Retail,2015
Aloys Wobben,Germany,63,4.2,Wind Turbines,2015
Zhang Jindong,China,51,4.2,Appliance Retailer,2015
Prince Sultan bin Mohammed bin Saud Al Kabeer,Saudi Arabia,61,4.1,Dairy Farms,2015
Benu Gopal Bangur,India,83,4.1,Cement,2015
Patrizio Bertelli,Italy,69,4.1,Luxury Goods,2015
David Consunji,Philippines,93,4.1,Construction,2015
Frits Goldschmeding,Netherlands,81,4.1,Temp Agency,2015
Martha Ingram,United States,79,4.1,"Book Distribution, Transportation",2015
Barry Lam,Taiwan,65,4.1,Computers,2015
John Morris,United States,66,4.1,Sporting Goods Retail,2015
Miuccia Prada,Italy,65,4.1,Prada,2015
Mark Scheinberg,Canada,41,4.1,Online Gambling,2015
David Shaw,United States,63,4.1,Hedge Funds,2015
Donald Trump,United States,68,4.1,"Television, Real Estate",2015
Zhang Shiping,China,68,4.1,Aluminum Products,2015
Anil Ambani,India,55,4,Diversified,2015
Samvel Karapetyan,Russia,49,4,Development,2015
Jan Kulczyk,Poland,65,4,"Telecom, Oil, Beer",2015
Tom & Judy Love,United States,77,4,Retail & Gas Stations,2015
Mohamed Mansour,Egypt,67,4,Diversified,2015
Mitchell Rales,United States,58,4,"Manufacturing, Investments",2015
Wolfgang Reimann,Germany,62,4,Consumer Goods,2015
Matthias Reimann-Andersen,Germany,49,4,Consumer Goods,2015
Stefan Reimann-Andersen,Germany,51,4,Consumer Goods,2015
Renate Reimann-Haas,Germany,63,4,Consumer Goods,2015
J. Christopher Reyes,United States,61,4,Food Distribution,2015
Jude Reyes,United States,59,4,Food Distribution,2015
"Edward Roski, Jr.",United States,76,4,Real Estate,2015
Reinhold Schmieding,United States,60,4,Medical Devices,2015
Jerry Speyer,United States,74,4,Real Estate,2015
Friede Springer,Germany,72,4,Publishing,2015
Sun Guangxin,China,52,4,Diversified,2015
Riley Bechtel,United States,62,3.9,"Engineering, Construction",2015
"Stephen Bechtel, Jr.",United States,89,3.9,"Engineering, Construction",2015
Ralph Dommermuth,Germany,51,3.9,Internet Service Provider,2015
Bernard Ecclestone,United Kingdom,84,3.9,Formula One,2015
Nathan Kirsh,Swaziland,83,3.9,"Retail, Real Estate",2015
Vikram Lal,India,73,3.9,Motorcycles,2015
Lars Larsen,Denmark,66,3.9,Retail,2015
Ronald Lauder,United States,71,3.9,Estee Lauder,2015
George Lindemann,United States,78,3.9,Investments,2015
Niels Peter Louis-Hansen,Denmark,67,3.9,Medical Devices,2015
Pankaj Patel,India,61,3.9,Pharmaceuticals,2015
Bernard (Barry) Sherman,Canada,73,3.9,Pharmaceuticals,2015
Shi Yuzhu,China,52,3.9,"Online Games, Investments",2015
Jeffrey Skoll,United States,50,3.9,Ebay,2015
Frederick Smith,United States,70,3.9,Fedex,2015
Andreas von Bechtolsheim,Germany,59,3.9,Google,2015
Wang Chuanfu,China,49,3.9,"Batteries, Autos",2015
Chung Eui-Sun,South Korea,44,3.8,Logistics,2015
Israel Englander,United States,66,3.8,Hedge Funds,2015
Dmitry Kamenshchik,Russia,46,3.8,Airport,2015
Bernard Marcus,United States,85,3.8,Home Depot,2015
Brijmohan Lall Munjal,India,91,3.8,Motorcycles,2015
Daniel Och,United States,54,3.8,Hedge Funds,2015
Terrence Pegula,United States,64,3.8,Natural Gas,2015
Isaac Perlmutter,United States,72,3.8,Marvel Comics,2015
Krit Ratanarak,Thailand,68,3.8,"Media, Real Estate",2015
Samuel Yin,Taiwan,64,3.8,Diversified,2015
Vanich Chaiyawan,Thailand,83,3.7,"Insurance, Beverages",2015
Francis Choi,Hong Kong,68,3.7,Real Estate,2015
Leon G. Cooperman,United States,71,3.7,Hedge Funds,2015
Antonio Del Valle Ruiz,Mexico,76,3.7,Chemicals,2015
Francisco Ivens de Sa Dias Branco,Brazil,80,3.7,Food Production,2015
Traudl Engelhorn,Germany,n/a,3.7,Pharmaceuticals/Medical Equipment,2015
Ursula Engelhorn,Germany,n/a,3.7,Pharmaceuticals/Medical Equipment,2015
Huang Wei,China,55,3.7,Real Estate,2015
James Jannard,United States,65,3.7,Sunglasses,2015
Fredrik Lundberg,Sweden,63,3.7,"Real Estate, Investments",2015
Gwendolyn Sontheim Meyer,United States,53,3.7,Cargill,2015
Akira Mori,Japan,78,3.7,Real Estate,2015
Theo Mueller,Germany,75,3.7,Dairy,2015
"H. Ross Perot, Sr.",United States,84,3.7,"Computer Services, Real Estate",2015
Steven Rales,United States,63,3.7,Manufacturing,2015
John Sall,United States,66,3.7,Software,2015
Lynn Schusterman,United States,76,3.7,"Oil & Gas, Investments",2015
Ronda Stryker,United States,60,3.7,Medical Equipment,2015
